"index"	"name_anchor"	"year_end"	"title"	"data"	"stress_pattern"	"metre"	"IPA"
17913	"Батеньков"	1815		"Там льдину сделаю и урну из нея"	"010100010101"	"Я6м"	"tam lʲdʲˈinʊ zdʲˈeləjʉ ɪ ˈurnʊ ˈis nʲɪjˈa"
17913	"Батеньков"	1815		"И сею надписью твой прах украшу я:"	"010100010101"	"Я6м"	"ɪ sʲˈejʉ nˈatpʲɪsʲjʉ tvoj prˈax ʊkrˈaʂʊ jˈa:"
17913	"Батеньков"	1815		"«Так точно хладен днесь веществ сих друг, любитель -"	"0101010101010"	"Я6ж"	"«tak tˈot͡ɕnə xlˈadʲɪn dnʲˈesʲ vʲɪɕːˈɛstf sʲɪx drˈuk, lʲʉbʲˈitʲɪlʲ -"
17913	"Батеньков"	1815		"Покой его спаситель»,"	"0101010"	"Я3ж"	"pɐkˈoj jɪvˈo spɐsʲˈitʲɪlʲ»,"
17913	"Батеньков"	1815		"Потом с сердечною тоской"	"01010001"	"Я4м"	"pɐtˈom s sʲɪrdʲˈet͡ɕnəjʉ tɐskˈoj"
17913	"Батеньков"	1815		"Я буду жить в пустыне той;"	"01010101"	"Я4м"	"ja bˈudʊ ʐˈɨtʲ v pʊstˈɨnʲɪ tˈoj;"
17913	"Батеньков"	1815		"Огнь дружбы греть меня там станет,"	"010101010"	"Я4ж"	"oɡnʲ drˈuʐbᵻ ɡrʲˈetʲ mʲɪnʲˈæ tam stˈanʲɪt,"
17913	"Батеньков"	1815		"И друг твой плакать не престанет,"	"010101010"	"Я4ж"	"ɪ drˈuk tvoj plˈakətʲ nʲɪ prʲɪstˈanʲɪt,"
17913	"Батеньков"	1815		"Доколь горячею слезой"	"01010001"	"Я4м"	"dɐkˈolʲ ɡɐrʲˈæt͡ɕ'ɪjʉ slʲɪzˈoj"
17913	"Батеньков"	1815		"Не смоет урны над тобой."	"01010101"	"Я4м"	"nʲɪ smˈojᵻt ˈurnᵻ nˈat tɐbˈoj."
17914	"Батеньков"	1817		"В какой бы ни было беседе,"	"010110010"	"Я4ж"	"v kɐkˈoj bᵻ nʲˈi bˈɨlə bʲɪsʲˈedʲɪ,"
17914	"Батеньков"	1817		"И пусть хоть на гулянье где,"	"01010101"	"Я4м"	"ɪ pˈustʲ xotʲ nˈa ɡʊlʲˈænʲjᵻ ɡdʲˈe,"
17914	"Батеньков"	1817		"В саду, на бале, на обеде"	"010101010"	"Я4ж"	"v sɐdˈu, na bˈalʲɪ, nˈa ɐbʲˈedʲɪ"
17914	"Батеньков"	1817		"И, словом, завсегда везде,"	"01000101"	"Я4м"	"ɪ, slˈovəm, zəfsʲɪɡdˈa vʲɪzdʲˈe,"
17914	"Батеньков"	1817		"Когда увижу, что Анете"	"010101010"	"Я4ж"	"kɐɡdˈa ʊvʲˈiʐʊ, ʂtˈo ɐnʲˈetʲɪ"
17914	"Батеньков"	1817		"Случится встретить старичка,"	"01010001"	"Я4м"	"slʊt͡ɕ'ˈit͡s:ə fstrʲˈetʲɪtʲ stərʲɪt͡ɕkˈa,"
17914	"Батеньков"	1817		"И, как уж водится на свете,"	"010100010"	"Я4ж"	"ɪ, kˈak ʊʂ vˈodʲɪt͡s:ə na svʲˈetʲɪ,"
17914	"Батеньков"	1817		"Потерпит поцелуй рука"	"01000101"	"Я4м"	"pɐtʲˈerpʲɪt pət͡sᵻlˈuj rʊkˈa"
17914	"Батеньков"	1817		"От губ нечувственных, холодных,"	"010100010"	"Я4ж"	"ot ɡˈup nʲɪt͡ɕ'ˈʉstvʲɪn:ᵻx, xɐlˈodnᵻx,"
17914	"Батеньков"	1817		"Которы пережили жар, -"	"01010001"	"Я4м"	"kɐtˈorᵻ pʲˈerʲɪʐᵻlʲɪ ʐˈar, -"
17914	"Батеньков"	1817		"Всегда я в выраженьях томных"	"010001010"	"Я4ж"	"fsʲɪɡdˈa ja v vᵻrɐʐˈɛnʲjəx tˈomnᵻx"
17914	"Батеньков"	1817		"Скажу: пропал небесный дар!"	"01010101"	"Я4м"	"skɐʐˈu: prɐpˈal nʲɪbʲˈesnᵻj dˈar!"
17915	"Батеньков"	1823	"Шуточные двустишия из посланий к Елагиным"	"Хоть жив ты, хоть нет,"	"01010"	"Я2ж"	"xotʲ ʐˈɨf tᵻ, xˈotʲ nʲet,"
17915	"Батеньков"	1823	"Шуточные двустишия из посланий к Елагиным"	"Я твой поэт."	"0101"	"Я2м"	"ja tvˈoj pɐˈɛt."
17915	"Батеньков"	1823	"Шуточные двустишия из посланий к Елагиным"	"И от меня в свет два стиха..."	"01010101"	"Я4м"	"ɪ ˈot mʲɪnʲˈæ v svʲet dvˈa stʲɪxˈa..."
17915	"Батеньков"	1823	"Шуточные двустишия из посланий к Елагиным"	"Ха! Ха! Ха! Ха!"	"0101"	"Я2м"	"xa! xˈa! xa! xˈa!"
17915	"Батеньков"	1823	"Шуточные двустишия из посланий к Елагиным"	"Я и то люблю писать,"	"1010101"	"Х4м"	"jˈa ɪ tˈo lʲʉblʲˈʉ pʲɪsˈatʲ,"
17915	"Батеньков"	1823	"Шуточные двустишия из посланий к Елагиным"	"Чего не примут и в печать."	"01010101"	"Я4м"	"t͡ɕ'ɪvˈo nʲɪ prʲˈimʊt ɪ v pʲɪt͡ɕ'ˈætʲ."
17916	"Батеньков"	1827	"Одичалый"	"Я прежде говорил «Прости!»"	"01000101"	"Я4м"	"ja prʲˈeʐdʲɪ ɡəvɐrʲˈil «prɐstʲˈi!»"
17916	"Батеньков"	1827	"Одичалый"	"В надежде радостных свиданий,"	"010100010"	"Я4ж"	"v nɐdʲˈeʐdʲɪ rˈadəsnᵻx svʲɪdˈanʲɪj,"
17916	"Батеньков"	1827	"Одичалый"	"Мечты вилися на пути,"	"01010101"	"Я4м"	"mʲɪt͡ɕtˈɨ vʲɪlʲˈisʲə nˈa pʊtʲˈi,"
17916	"Батеньков"	1827	"Одичалый"	"А с ними ряд воздушных зданий."	"010101010"	"Я4ж"	"ɐ s nʲˈimʲɪ rʲˈæt vɐzdˈuʂnᵻx zdˈanʲɪj."
17916	"Батеньков"	1827	"Одичалый"	"Там друг приветливый манил,"	"01010001"	"Я4м"	"tam drˈuk prʲɪvʲˈetlʲɪvᵻj mɐnʲˈil,"
17916	"Батеньков"	1827	"Одичалый"	"Туда звала семья родная,"	"010101010"	"Я4ж"	"tʊdˈa zvɐlˈa sʲɪmʲjˈa rɐdnˈajə,"
17916	"Батеньков"	1827	"Одичалый"	"Из полной чаши радость пил,"	"01010101"	"Я4м"	"ɪs pˈolnəj t͡ɕ'ˈæʂᵻ rˈadəstʲ pʲˈil,"
17916	"Батеньков"	1827	"Одичалый"	"Надежды светлые питая."	"010100010"	"Я4ж"	"nɐdʲˈeʐdᵻ svʲˈetlᵻjᵻ pʲɪtˈajə."
17916	"Батеньков"	1827	"Одичалый"	"Теперь — прости всему навек!"	"01010101"	"Я4м"	"tʲɪpʲˈerʲ — prɐstʲˈi fsʲɪmˈu nɐvʲˈek!"
17916	"Батеньков"	1827	"Одичалый"	"Зачем живу без наслаждений?"	"010100010"	"Я4ж"	"zɐt͡ɕ'ˈem ʐᵻvˈu bʲes nəslɐʐdʲˈenʲɪj?"
17916	"Батеньков"	1827	"Одичалый"	"Ужель еще я человек?"	"01010001"	"Я4м"	"ʊʐˈɛlʲ jɪɕːˈɛ ja t͡ɕ'ɪlɐvʲˈek?"
17916	"Батеньков"	1827	"Одичалый"	"Нет!.. да! — для чувства лишь мучений!"	"010101010"	"Я4ж"	"nʲet!.. dˈa! — dlʲa t͡ɕ'ˈʉstvə lʲˈiʂ mʊt͡ɕ'ˈenʲɪj!"
17916	"Батеньков"	1827	"Одичалый"	"Во мне ли оттиск божества?"	"01010001"	"Я4м"	"vo mnʲˈe lʲɪ ˈot:'ɪsk bəʐᵻstvˈa?"
17916	"Батеньков"	1827	"Одичалый"	"Я ль создан мира господином?"	"010100010"	"Я4ж"	"ja lʲ sˈozdən mʲˈirə ɡəspɐdʲˈinəm?"
17916	"Батеньков"	1827	"Одичалый"	"Создатель — благ. Ужель их два?"	"01010101"	"Я4м"	"sɐzdˈatʲɪlʲ — blˈak. ʊʐˈɛlʲ ɪx dvˈa?"
17916	"Батеньков"	1827	"Одичалый"	"Могу ль его назваться сыном?"	"010101010"	"Я4ж"	"mɐɡˈu lʲ jɪvˈo nɐzvˈat͡s:ə sˈɨnəm?"
17916	"Батеньков"	1827	"Одичалый"	"Шмели покоятся в дупле,"	"01010001"	"Я4м"	"ʂmʲɪlʲˈi pɐkˈojət͡s:ə v dʊplʲˈe,"
17916	"Батеньков"	1827	"Одичалый"	"Червяк в пыли по воле гнется"	"010101010"	"Я4ж"	"t͡ɕ'ɪrvʲˈæk v pᵻlʲˈi po vˈolʲɪ ɡnʲˈet͡s:ə"
17916	"Батеньков"	1827	"Одичалый"	"И им не тесно на земле:"	"01010101"	"Я4м"	"ɪ ˈim nʲɪ tʲˈesnə nˈa zʲɪmlʲˈe:"
17916	"Батеньков"	1827	"Одичалый"	"Им солнце светит, воздух льется,"	"010101010"	"Я4ж"	"ɪm sˈont͡sᵻ svʲˈetʲɪt, vˈozdʊx lʲjˈɛt͡s:ə,"
17916	"Батеньков"	1827	"Одичалый"	"Им — все! А мне"	"0101"	"Я2м"	"ɪm — fsʲˈe! ɐ mnʲˈe"
17916	"Батеньков"	1827	"Одичалый"	"Едва во сне"	"0101"	"Я2м"	"jɪdvˈa vo snʲˈe"
17916	"Батеньков"	1827	"Одичалый"	"Живая кажется природа..."	"010100010"	"Я4ж"	"ʐᵻvˈajə kˈaʐᵻt͡s:ə prʲɪrˈodə..."
17916	"Батеньков"	1827	"Одичалый"	"Ищу в бесчувственной стене"	"01010001"	"Я4м"	"ɪɕːˈu v bʲɪʂ't͡ɕ'ˈʉstvʲɪn:əj stʲɪnʲˈe"
17916	"Батеньков"	1827	"Одичалый"	"Отзыв подобного мне рода."	"010100010"	"Я4ж"	"ɐdzˈɨf pɐdˈobnəvə mnʲe rˈodə."
17916	"Батеньков"	1827	"Одичалый"	"Вон там туман густой вдали"	"01010101"	"Я4м"	"von tˈam tʊmˈan ɡʊstˈoj vdɐlʲˈi"
17916	"Батеньков"	1827	"Одичалый"	"И буря тучами играет;"	"010100010"	"Я4ж"	"ɪ bˈurʲə tˈut͡ɕ'əmʲɪ ɪɡrˈajᵻt;"
17916	"Батеньков"	1827	"Одичалый"	"Вода одна, и нет земли,"	"01010101"	"Я4м"	"vɐdˈa ɐdnˈa, ɪ nʲˈet zʲɪmlʲˈi,"
17916	"Батеньков"	1827	"Одичалый"	"Жизнь томно факел погашает."	"010100010"	"Я4ж"	"ʐᵻzʲnʲ tˈomnə fˈakʲɪl pəɡɐʂˈajᵻt."
17916	"Батеньков"	1827	"Одичалый"	"Вон там на воздухе висит,"	"01010001"	"Я4м"	"von tˈam na vˈozdʊxʲɪ vʲɪsʲˈit,"
17916	"Батеньков"	1827	"Одичалый"	"Как страшный остов, камень голый,"	"010101010"	"Я4ж"	"kak strˈaʂnᵻj ˈostəf, kˈamʲɪnʲ ɡˈolᵻj,"
17916	"Батеньков"	1827	"Одичалый"	"И — дик и пуст — шумит, трещит"	"01010101"	"Я4м"	"ɪ — dʲˈik ɪ pˈust — ʂʊmʲˈit, trʲɪɕːˈit"
17916	"Батеньков"	1827	"Одичалый"	"Вокруг трущобы лес сосновый,"	"010101010"	"Я4ж"	"vɐkrˈuk trʊɕːˈobᵻ lʲˈes sɐsnˈovᵻj,"
17916	"Батеньков"	1827	"Одичалый"	"Там серый свет,"	"0101"	"Я2м"	"tam sʲˈerᵻj svʲˈet,"
17916	"Батеньков"	1827	"Одичалый"	"Пространства нет,"	"0101"	"Я2м"	"prɐstrˈanstvə nʲˈet,"
17916	"Батеньков"	1827	"Одичалый"	"И время медленно ступает..."	"010100010"	"Я4ж"	"ɪ vrʲˈemʲə mʲˈedlʲɪn:ə stʊpˈajᵻt..."
17916	"Батеньков"	1827	"Одичалый"	"Борьбы стихий везде там след..."	"01010101"	"Я4м"	"bɐrʲbˈɨ stʲɪxʲˈij vʲɪzdʲˈe tam slʲˈet..."
17916	"Батеньков"	1827	"Одичалый"	"Пустыня в сиротстве рыдает..."	"010100010"	"Я4ж"	"pʊstˈɨnʲə v sʲˈirətstvʲɪ rᵻdˈajᵻt..."
17916	"Батеньков"	1827	"Одичалый"	"И там уму"	"0101"	"Я2м"	"ɪ tˈam ʊmˈu"
17916	"Батеньков"	1827	"Одичалый"	"В тюрьме тюрьму"	"0101"	"Я2м"	"v tʲʉrʲmʲˈe tʲʉrʲmˈu"
17916	"Батеньков"	1827	"Одичалый"	"Еще придумалось устроить..."	"010100010"	"Я4ж"	"jɪɕːˈɛ prʲɪdˈumələsʲ ʊstrˈoɪtʲ..."
17916	"Батеньков"	1827	"Одичалый"	"Легко ему"	"0101"	"Я2м"	"lʲɪxkˈo jɪmˈu"
17916	"Батеньков"	1827	"Одичалый"	"Во мраке — тьму,"	"0101"	"Я2м"	"vo mrˈakʲɪ — tʲmˈu,"
17916	"Батеньков"	1827	"Одичалый"	"В теснине — тесноту удвоить!"	"010001010"	"Я4ж"	"v tʲɪsnʲˈinʲɪ — tʲɪsnɐtˈu ʊdvˈoɪtʲ!"
17916	"Батеньков"	1827	"Одичалый"	"Там пушек ряд,"	"0101"	"Я2м"	"tam pˈuʂᵻk rʲˈæt,"
17916	"Батеньков"	1827	"Одичалый"	"Там их снаряд;"	"0101"	"Я2м"	"tam ˈix snɐrʲˈæt;"
17916	"Батеньков"	1827	"Одичалый"	"При каждом входе часовые."	"010100010"	"Я4ж"	"prʲɪ kˈaʐdəm vxˈodʲɪ t͡ɕ'ɪsɐvˈɨjᵻ."
17916	"Батеньков"	1827	"Одичалый"	"Кругом крутят,"	"1010"	"Х2ж"	"krˈuɡəm krˈutʲət,"
17916	"Батеньков"	1827	"Одичалый"	"Кругом шумят"	"0101"	"Я2м"	"krʊɡˈom ʂʊmʲˈæt"
17916	"Батеньков"	1827	"Одичалый"	"Морские волны лишь седые."	"010101010"	"Я4ж"	"mɐrskʲˈijᵻ vˈolnᵻ lʲˈiʂ sʲɪdˈɨjᵻ."
17916	"Батеньков"	1827	"Одичалый"	"Куда пойти?"	"0101"	"Я2м"	"kʊdˈa pɐjtʲˈi?"
17916	"Батеньков"	1827	"Одичалый"	"Кому прийти"	"0101"	"Я2м"	"kɐmˈu prʲɪjtʲˈi"
17916	"Батеньков"	1827	"Одичалый"	"Сюда без ведома смотрящих?"	"010100010"	"Я4ж"	"sʲʉdˈa bʲes vʲˈedəmə smɐtrʲˈæɕːɪx?"
17916	"Батеньков"	1827	"Одичалый"	"И как найти"	"0101"	"Я2м"	"ɪ kˈak nɐjtʲˈi"
17916	"Батеньков"	1827	"Одичалый"	"К родным пути,"	"0101"	"Я2м"	"k rɐdnˈɨm pʊtʲˈi,"
17916	"Батеньков"	1827	"Одичалый"	"Где даже нет и приходящих?"	"010100010"	"Я4ж"	"ɡdʲe dˈaʐᵻ nʲˈet ɪ prʲɪxɐdʲˈæɕːɪx?"
17916	"Батеньков"	1827	"Одичалый"	"Все это там, друзья, для вас -—"	"01010101"	"Я4м"	"fsʲe ˈɛtə tˈam, drʊzʲjˈa, dlʲa vˈas -—"
17916	"Батеньков"	1827	"Одичалый"	"И редко вам на мысль приходит..."	"010101010"	"Я4ж"	"ɪ rʲˈetkə vˈam na mˈɨslʲ prʲɪxˈodʲɪt..."
17916	"Батеньков"	1827	"Одичалый"	"Все это здесь, друзья, для нас:"	"01010101"	"Я4м"	"fsʲe ˈɛtə zdʲˈesʲ, drʊzʲjˈa, dlʲa nˈas:"
17916	"Батеньков"	1827	"Одичалый"	"Здесь взор потухший лишь находит"	"010101010"	"Я4ж"	"zdʲesʲ vzˈor pɐtˈuxʂᵻj lʲˈiʂ nɐxˈodʲɪt"
17916	"Батеньков"	1827	"Одичалый"	"Пространство в нескольких шагах,"	"01010001"	"Я4м"	"prɐstrˈanstvə v nʲˈeskəlʲkʲɪx ʂɐɡˈax,"
17916	"Батеньков"	1827	"Одичалый"	"С железом ржавым на дверях,"	"01010101"	"Я4м"	"s ʐᵻlʲˈezəm rʐˈavᵻm nˈa dvʲɪrʲˈæx,"
17916	"Батеньков"	1827	"Одичалый"	"Соломы сгнившей пук обшитый"	"010101010"	"Я4ж"	"sɐlˈomᵻ zɡnʲˈifʂᵻj pˈuk ɐpʂˈɨtᵻj"
17916	"Батеньков"	1827	"Одичалый"	"И на увлаженных стенах"	"01010001"	"Я4м"	"ɪ nˈa ʊvlˈaʐᵻn:ᵻx stʲɪnˈax"
17916	"Батеньков"	1827	"Одичалый"	"Следы страданий позабытых."	"010100010"	"Я4ж"	"slʲɪdˈɨ strɐdˈanʲɪj pəzɐbˈɨtᵻx."
17916	"Батеньков"	1827	"Одичалый"	"Живой в гробу,"	"0101"	"Я2м"	"ʐᵻvˈoj v ɡrɐbˈu,"
17916	"Батеньков"	1827	"Одичалый"	"Кляну судьбу"	"0101"	"Я2м"	"klʲɪnˈu sʊdʲbˈu"
17916	"Батеньков"	1827	"Одичалый"	"И день несчастного рожденья!"	"010100010"	"Я4ж"	"ɪ dʲˈenʲ nʲɪɕːˈasnəvə rɐʐdʲˈenʲjə!"
17916	"Батеньков"	1827	"Одичалый"	"Страстей борьбу"	"0101"	"Я2м"	"strɐstʲˈej bɐrʲbˈu"
17916	"Батеньков"	1827	"Одичалый"	"И жизнь рабу"	"0101"	"Я2м"	"ɪ ʐˈɨzʲnʲ rɐbˈu"
17916	"Батеньков"	1827	"Одичалый"	"Зачем вдохнула из презренья?"	"010101010"	"Я4ж"	"zɐt͡ɕ'ˈem vdɐxnˈulə ˈis prʲɪzrʲˈenʲjə?"
17916	"Батеньков"	1827	"Одичалый"	"Скажите: светит ли луна?"	"01010101"	"Я4м"	"skɐʐˈɨtʲɪ: svʲˈetʲɪt lʲɪ lʊnˈa?"
17916	"Батеньков"	1827	"Одичалый"	"И есть ли птички хоть на воле?"	"010101010"	"Я4ж"	"ɪ jˈɛstʲ lʲɪ ptʲˈit͡ɕkʲɪ xˈotʲ na vˈolʲɪ?"
17916	"Батеньков"	1827	"Одичалый"	"Им дышат ли зефиры в поле?"	"010101010"	"Я4ж"	"ɪm dˈɨʂət lʲɪ zʲɪfʲˈirᵻ v pˈolʲɪ?"
17916	"Батеньков"	1827	"Одичалый"	"По-старому ль цветет весна?"	"01000101"	"Я4м"	"pɐstˈarəmʊ lʲ t͡svʲɪtʲˈet vʲɪsnˈa?"
17916	"Батеньков"	1827	"Одичалый"	"Ужель и люди веселятся?"	"010100010"	"Я4ж"	"ʊʐˈɛlʲ ɪ lʲˈʉdʲɪ vʲɪsʲɪlʲˈæt͡s:ə?"
17916	"Батеньков"	1827	"Одичалый"	"Ужель не их - их не страшит?"	"01010101"	"Я4м"	"ʊʐˈɛlʲ nʲɪ ˈix - ɪx nʲɪ strɐʂˈɨt?"
17916	"Батеньков"	1827	"Одичалый"	"Друг другу смеет поверяться,"	"010100010"	"Я4ж"	"drʊk drˈuɡʊ smʲˈejᵻt pəvʲɪrʲˈæt͡s:ə,"
17916	"Батеньков"	1827	"Одичалый"	"И думает, и говорит?"	"01000001"	"Я4м"	"ɪ dˈuməjᵻt, ɪ ɡəvɐrʲˈit?"
17916	"Батеньков"	1827	"Одичалый"	"Не верю. Все переменилось"	"010100010"	"Я4ж"	"nʲɪ vʲˈerʲʉ. fsʲˈe pʲɪrʲɪmʲɪnʲˈiləsʲ"
17916	"Батеньков"	1827	"Одичалый"	"Земля вращается, стеня,"	"01010001"	"Я4м"	"zʲɪmlʲˈæ vrɐɕːˈajᵻt͡s:ə, stʲɪnʲˈæ,"
17916	"Батеньков"	1827	"Одичалый"	"И солнце красное сокрылось..."	"010100010"	"Я4ж"	"ɪ sˈont͡sᵻ krˈasnəjᵻ sɐkrˈɨləsʲ..."
17916	"Батеньков"	1827	"Одичалый"	"Но, может быть, лишь для меня?"	"01010101"	"Я4м"	"no, mˈoʐᵻt bˈɨtʲ, lʲɪʂ dlʲˈæ mʲɪnʲˈæ?"
17916	"Батеньков"	1827	"Одичалый"	"Вон там весной"	"0101"	"Я2м"	"von tˈam vʲɪsnˈoj"
17916	"Батеньков"	1827	"Одичалый"	"Земли пустой"	"0101"	"Я2м"	"zʲɪmlʲˈi pʊstˈoj"
17916	"Батеньков"	1827	"Одичалый"	"Кусок вода струей отмыла."	"010101010"	"Я4ж"	"kʊsˈok vɐdˈa strʊjˈɛj ɐtmˈɨlə."
17916	"Батеньков"	1827	"Одичалый"	"Там глушь: полынь и мох густой —"	"01010101"	"Я4м"	"tam ɡlˈuʂ: pɐlˈɨnʲ ɪ mˈox ɡʊstˈoj —"
17916	"Батеньков"	1827	"Одичалый"	"И будет там моя могила!"	"010101010"	"Я4ж"	"ɪ bˈudʲɪt tˈam mɐjˈa mɐɡʲˈilə!"
17916	"Батеньков"	1827	"Одичалый"	"Ничьей слезой"	"0101"	"Я2м"	"nʲɪt͡ɕ'jˈɛj slʲɪzˈoj"
17916	"Батеньков"	1827	"Одичалый"	"Прах бедный мой"	"0101"	"Я2м"	"prax bʲˈednᵻj mˈoj"
17916	"Батеньков"	1827	"Одичалый"	"В гробу гнилом не оросится,"	"010100010"	"Я4ж"	"v ɡrɐbˈu ɡnʲɪlˈom nʲɪ ɐrɐsʲˈit͡s:ə,"
17916	"Батеньков"	1827	"Одичалый"	"И на покой"	"0101"	"Я2м"	"ɪ nˈa pɐkˈoj"
17916	"Батеньков"	1827	"Одичалый"	"Чужой рукой"	"0101"	"Я2м"	"t͡ɕ'ʉʐˈoj rʊkˈoj"
17916	"Батеньков"	1827	"Одичалый"	"Ресниц чета соединится."	"010100010"	"Я4ж"	"rʲɪsnʲˈit͡s t͡ɕ'ɪtˈa səjᵻdʲɪnʲˈit͡s:ə."
17916	"Батеньков"	1827	"Одичалый"	"Не урна скажет, где лежит"	"01010101"	"Я4м"	"nʲɪ ˈurnə skˈaʐᵻt, ɡdʲˈe lʲɪʐˈɨt"
17916	"Батеньков"	1827	"Одичалый"	"Души бессмертной бренна рама;"	"010101010"	"Я4ж"	"dʊʂˈɨ bʲɪs:mʲˈertnəj brʲˈen:ə rˈamə;"
17916	"Батеньков"	1827	"Одичалый"	"Не пышный памятник стоит,"	"01010001"	"Я4м"	"nʲɪ pˈɨʂnᵻj pˈamʲətnʲɪk stɐˈit,"
17916	"Батеньков"	1827	"Одичалый"	"Не холм цветистый - влажна яма."	"010101010"	"Я4ж"	"nʲɪ xˈolm t͡svʲɪtʲˈistᵻj - vlˈaʐnə jˈamə."
17916	"Батеньков"	1827	"Одичалый"	"Кто любит, не придет туда;"	"01010101"	"Я4м"	"kto lʲˈʉbʲɪt, nʲɪ prʲɪdʲˈet tʊdˈa;"
17916	"Батеньков"	1827	"Одичалый"	"Родной и друг искать не будет"	"010101010"	"Я4ж"	"rɐdnˈoj ɪ drˈuk ɪskˈatʲ nʲɪ bˈudʲɪt"
17916	"Батеньков"	1827	"Одичалый"	"Ко мне заросшего следа;"	"01010001"	"Я4м"	"ko mnʲˈe zɐrˈoʂ:ᵻvə slʲɪdˈa;"
17916	"Батеньков"	1827	"Одичалый"	"Его могильщик позабудет."	"010100010"	"Я4ж"	"jɪvˈo mɐɡʲˈilʲɕːɪk pəzɐbˈudʲɪt."
17916	"Батеньков"	1827	"Одичалый"	"Здесь имя — в гробовую тьму..."	"01000101"	"Я4м"	"zdʲesʲ ˈimʲə — v ɡrəbɐvˈujʉ tʲmˈu..."
17916	"Батеньков"	1827	"Одичалый"	"Добра о нем уже не скажут —"	"010101010"	"Я4ж"	"dɐbrˈa o nʲˈem ʊʐˈɛ nʲɪ skˈaʐʊt —"
17916	"Батеньков"	1827	"Одичалый"	"И с удовольствием к нему"	"00010001"	"Я4м"	"ɪ s ʊdɐvˈolʲstvʲɪjᵻm k nʲɪmˈu"
17916	"Батеньков"	1827	"Одичалый"	"Враги одно лишь зло привяжут."	"010101010"	"Я4ж"	"vrɐɡʲˈi ɐdnˈo lʲɪʂ zlˈo prʲɪvʲˈæʐʊt."
17916	"Батеньков"	1827	"Одичалый"	"Погибли чувства и дела,"	"01010101"	"Я4м"	"pɐɡʲˈiblʲɪ t͡ɕ'ˈʉstvə ɪ dʲɪlˈa,"
17916	"Батеньков"	1827	"Одичалый"	"Все доброе мое забыто,"	"010001010"	"Я4ж"	"fsʲe dˈobrəjᵻ mɐjˈɛ zɐbˈɨtə,"
17916	"Батеньков"	1827	"Одичалый"	"И не осмелится хвала"	"01010001"	"Я4м"	"ɪ nʲɪ ɐsmʲˈelʲɪt͡s:ə xvɐlˈa"
17916	"Батеньков"	1827	"Одичалый"	"Мне приписать его открыто."	"000101010"	"Я4ж"	"mnʲe prʲɪpʲɪsˈatʲ jɪvˈo ɐtkrˈɨtə."
17916	"Батеньков"	1827	"Одичалый"	"Довольно раз"	"0101"	"Я2м"	"dɐvˈolʲnə rˈas"
17916	"Батеньков"	1827	"Одичалый"	"К цепям у нас"	"0101"	"Я2м"	"k t͡sᵻpʲˈæm ʊ nˈas"
17916	"Батеньков"	1827	"Одичалый"	"Себе позволить отвращенье,"	"010100010"	"Я4ж"	"sʲɪbʲˈe pɐzvˈolʲɪtʲ ɐtvrɐɕːˈɛnʲjᵻ,"
17916	"Батеньков"	1827	"Одичалый"	"Сказать... поднять чело на час -"	"01010101"	"Я4м"	"skɐzˈatʲ... pɐdnʲˈætʲ t͡ɕ'ɪlˈo na t͡ɕ'ˈæs -"
17916	"Батеньков"	1827	"Одичалый"	"И расклокочется гоненье"	"000100010"	"Я4ж"	"ɪ rəsklɐkˈot͡ɕ'ɪt͡s:ə ɡɐnʲˈenʲjᵻ"
